temperature,vibration,current,pressure,rpm,load,operating_hours,failure
39.69,1.24,17.23,8.42,1556,57.31,2094,0
37.82,0.88,31.71,6.34,1762,80.15,8096,0
36.28,0.96,19.49,8.35,1634,73.03,8711,0
32.3,1.11,30.81,6.86,1670,63.79,7964,0
48.96,1.92,14.87,9.91,1480,37.08,7112,0
33.22,2.02,21.52,5.49,1728,72.96,8064,0
59.79,1.01,20.82,9.54,1659,91.16,4722,0
73.87,0.8,13.5,6.45,1700,58.43,4219,0
31.62,0.83,11.49,9.73,1667,38.29,2904,0
65.13,0.66,31.24,8.93,1500,39.65,4037,0
50.07,0.22,10.89,6.47,1716,76.94,3230,0
54.95,0.41,31.17,6.51,1494,43.48,2561,0
73.03,0.25,9.48,5.42,1793,66.55,8871,0
51.15,0.59,8.95,6.82,1721,85.75,643,0
38.8,2.48,22.48,7.74,1544,91.69,5275,0
36.25,0.31,33.4,6.36,1549,48.57,3718,0
32.91,0.18,16.18,7.76,1771,41.08,199,0
44.84,0.25,21.58,8.87,1692,86.88,5447,0
32.24,1.4,28.01,7.72,1718,60.95,8834,1
57.06,0.2,23.87,5.87,1493,58.3,1552,0
55.58,0.14,10.4,7.57,1705,74.76,8245,0
51.74,2.21,20.7,9.45,1582,65.01,3111,0
52.21,1.02,22.9,6.74,1551,96.04,539,0
69.85,2.14,24.87,5.79,1789,62.41,5848,1
55.49,1.88,27.05,7.49,1779,55.36,5489,0
47.8,0.68,17.95,8.57,1724,58.6,8981,0
52.57,0.9,16.42,7.7,1792,93.22,8439,0
57.75,2.37,30.66,9.77,1757,76.85,3210,0
33.61,1.68,25.28,8.32,1766,93.38,6730,1
37.31,1.88,34.7,5.27,1512,40.84,8350,1
68.43,2.26,15.26,8.63,1795,88.22,7824,1
54.57,0.45,12.1,9.87,1493,95.95,5273,0
33.83,0.39,33.56,5.14,1581,79.42,2817,0
57.06,0.75,25.95,8.12,1516,76.07,999,0
74.84,0.63,29.23,7.5,1504,68.5,7854,1
38.77,0.77,31.22,9.83,1605,77.69,8307,0
54.9,0.24,14.51,5.72,1716,43.58,4343,0
39.38,0.61,14.03,8.6,1517,82.11,1420,0
41.45,0.18,11.82,6.31,1769,75.64,4002,0
68.01,0.55,8.03,6.62,1546,79.12,770,0
31.07,1.41,11.58,9.85,1643,55.43,845,0
45.44,0.96,19.33,8.04,1503,97.55,980,0
57.29,1.14,33.61,7.59,1453,58.71,1642,0
59.18,1.66,12.91,9.23,1653,93.43,2079,1
67.35,2.11,30.36,8.41,1709,77.5,8242,1
67.25,2.32,25.01,5.84,1622,85.85,1143,1
51.04,0.47,27.79,6.61,1537,51.87,4466,0
71.79,1.26,33.68,5.11,1461,95.42,8349,1
52.97,2.41,10.69,7.32,1669,65.0,5291,0
71.88,1.63,27.01,5.01,1522,98.35,8558,1
74.15,2.08,21.1,8.36,1503,75.39,5773,0
43.02,1.71,15.84,8.53,1754,85.49,116,0
43.68,2.28,26.01,6.52,1673,62.9,2268,0
73.96,2.11,14.02,7.8,1749,54.05,2020,0
38.53,1.94,26.92,7.45,1597,37.49,6082,0
72.09,1.81,20.29,5.15,1544,58.01,5739,0
65.73,0.21,33.21,9.04,1569,66.57,4744,0
58.74,0.14,18.35,8.67,1605,63.63,8050,0
57.12,1.8,19.83,8.16,1689,37.51,4150,0
68.6,1.06,23.1,5.31,1716,54.24,5141,0
38.94,2.24,26.23,7.52,1734,69.37,3558,0
45.55,1.44,12.41,5.29,1797,39.94,8924,0
32.25,1.89,30.33,9.54,1702,83.44,8039,1
62.4,0.69,16.12,5.08,1591,80.5,8203,0
41.19,2.02,18.17,8.26,1515,92.04,8446,1
35.59,0.96,10.97,9.84,1702,60.5,3160,0
53.97,1.26,17.24,6.39,1545,58.95,350,0
63.11,0.93,30.76,8.48,1539,91.11,6951,1
68.54,0.37,15.64,9.64,1597,99.01,8019,1
49.86,1.99,31.48,6.96,1557,36.49,3632,0
51.6,2.08,25.52,5.41,1767,52.74,1162,0
34.71,1.34,24.86,6.01,1458,81.5,8733,1
70.0,0.71,26.49,7.19,1450,59.38,5294,0
43.12,2.44,34.38,5.71,1473,81.31,1365,0
70.99,0.34,9.28,5.12,1487,67.87,8142,0
57.92,0.95,18.02,5.55,1599,39.21,4178,0
51.83,0.53,28.25,8.99,1503,35.56,4122,0
40.62,1.37,16.11,8.87,1614,92.18,3646,0
45.16,1.75,12.87,6.93,1765,40.1,6316,0
40.15,0.41,9.98,7.81,1606,68.69,6027,0
58.94,2.33,34.69,8.59,1504,63.44,4531,1
60.21,1.94,11.03,6.33,1460,67.51,1309,0
46.95,1.94,19.69,5.25,1515,91.0,246,0
32.76,0.79,32.99,8.51,1693,89.84,3969,0
58.29,1.39,22.05,8.64,1784,55.1,4656,0
36.17,1.66,13.3,6.3,1642,41.69,1909,0
57.53,2.49,20.18,9.4,1782,92.58,7713,1
55.0,1.24,19.99,6.22,1609,73.79,7417,0
73.69,1.82,14.53,7.53,1508,40.65,5576,0
40.79,0.36,21.24,6.4,1684,61.35,2591,0
43.47,0.16,15.73,8.74,1701,37.29,7379,0
63.55,0.36,19.17,8.87,1481,57.79,1871,0
70.0,1.87,28.05,5.94,1460,47.27,224,1
44.37,1.52,9.5,5.42,1640,97.24,3214,0
71.55,2.04,17.6,9.16,1699,80.73,4373,0
39.34,1.45,20.96,5.93,1713,98.38,731,0
62.56,1.82,29.67,9.91,1778,97.04,1174,1
31.24,1.88,32.42,5.66,1544,97.41,3706,1
42.78,0.92,23.55,6.63,1678,43.32,434,0
57.76,2.49,22.66,5.15,1546,63.34,7597,0
67.9,1.28,8.76,5.79,1568,48.62,2621,0
69.82,0.49,8.37,7.31,1543,36.74,3740,0
42.29,0.51,24.28,8.31,1749,89.36,816,0
55.61,0.62,8.03,6.56,1605,74.63,3631,0
68.86,2.25,29.16,6.13,1539,49.99,7832,1
63.79,1.67,14.32,7.26,1712,98.33,4061,1
67.68,0.79,29.67,5.35,1539,75.54,3868,0
33.82,2.42,29.83,8.11,1463,57.4,7838,1
71.74,0.16,27.23,9.89,1652,84.66,5987,1
74.16,0.81,28.68,7.56,1796,48.78,1026,0
30.48,0.26,24.22,9.62,1580,97.59,1823,0
69.28,0.47,15.94,5.19,1792,98.6,2515,0
62.65,1.4,29.3,6.86,1782,81.17,7010,1
52.51,1.63,31.86,6.84,1650,73.59,1730,0
33.47,1.21,17.92,5.41,1643,56.2,7028,0
61.8,0.15,28.17,7.41,1765,51.0,1404,0
74.3,2.14,17.69,5.46,1556,88.49,1615,1
45.42,1.25,14.19,7.95,1658,57.84,5835,0
57.87,2.23,31.05,8.08,1786,73.21,6149,0
60.42,2.03,21.29,9.69,1688,51.55,8406,1
67.11,0.13,15.4,5.45,1780,92.98,7835,1
46.57,1.03,11.38,7.8,1563,39.51,3397,0
46.65,1.86,12.19,8.49,1546,96.77,496,0
43.1,1.78,26.13,9.21,1508,85.52,2557,1
49.15,0.58,29.56,7.37,1535,37.23,3765,0
53.84,1.85,23.55,8.97,1616,58.59,2795,0
66.94,2.18,34.11,9.55,1630,83.55,8738,1
40.06,0.57,33.49,9.94,1501,50.09,6971,0
35.36,1.51,12.99,6.52,1796,91.02,2494,0
65.73,1.38,29.21,8.31,1718,80.84,6656,1
73.27,1.07,34.61,8.98,1494,50.23,8639,1
73.83,0.36,9.5,5.97,1786,55.92,6600,0
71.73,1.63,28.68,6.98,1577,76.02,500,1
38.96,1.07,18.98,9.94,1699,48.49,7997,0
50.66,0.93,30.29,8.66,1743,39.5,2519,0
36.66,0.75,22.55,9.44,1546,50.51,6325,0
55.48,0.97,20.53,8.07,1585,95.57,7606,0
67.87,1.16,34.78,7.97,1653,87.93,4911,1
69.62,2.18,23.01,8.88,1785,51.12,6794,1
32.17,0.17,33.61,7.3,1791,98.79,1282,0
40.85,2.0,17.31,5.56,1551,62.83,6756,0
34.51,1.37,12.8,7.34,1512,59.57,8153,0
74.47,2.27,24.13,6.92,1661,78.33,3608,1
65.69,1.91,29.93,9.32,1573,53.04,4673,1
53.66,1.24,9.97,9.42,1639,60.26,6747,0
47.18,0.24,31.05,6.7,1790,64.5,7733,0
63.42,0.1,22.64,7.6,1639,59.81,1202,0
67.31,1.96,32.37,9.85,1774,72.47,2347,1
50.97,2.4,32.85,9.74,1769,77.16,4098,0
50.54,1.45,23.44,8.97,1625,41.12,7910,0
57.01,1.84,22.09,8.35,1462,85.03,6258,0
54.35,1.56,9.34,6.91,1686,99.68,2769,0
34.01,0.94,13.47,6.0,1729,89.31,8212,0
74.64,2.36,25.27,7.63,1715,73.32,6475,1
35.3,1.04,8.33,5.77,1546,67.17,2313,0
30.99,1.52,23.75,7.39,1555,45.27,3677,0
74.13,0.53,28.36,9.31,1714,84.76,1864,1
35.64,2.29,12.19,8.56,1556,49.86,8929,0
56.81,1.81,27.93,6.19,1503,92.88,6371,1
66.41,2.03,30.91,6.41,1684,68.16,8345,1
57.04,2.38,25.66,9.26,1641,64.17,482,0
69.28,0.1,17.48,7.14,1469,35.59,5092,0
55.34,2.01,18.61,9.33,1708,56.01,5951,0
44.43,1.55,8.1,8.32,1517,91.39,4672,0
71.87,1.08,32.38,8.24,1701,36.13,3926,0
72.61,1.12,14.43,8.46,1495,99.24,3134,0
67.01,1.26,24.95,6.91,1489,35.94,1791,0
57.65,2.41,14.11,7.28,1640,55.5,3858,0
36.84,0.38,34.89,5.51,1638,94.59,6285,0
48.27,1.77,31.99,9.25,1568,95.85,5994,1
58.93,1.05,31.72,5.43,1644,48.31,7227,1
67.48,0.73,14.43,9.77,1502,54.83,8452,0
44.82,2.18,30.17,5.91,1562,82.38,6684,1
55.59,2.35,11.26,9.83,1692,40.64,5267,0
70.58,1.57,32.34,5.66,1461,59.01,7744,1
56.36,0.9,23.65,5.13,1770,57.53,4653,0
47.57,0.55,29.25,5.63,1514,98.29,1489,0
48.16,1.51,21.03,8.97,1456,62.88,534,0
41.44,0.48,11.67,8.14,1698,97.65,7296,0
59.86,0.79,16.06,5.6,1543,59.56,8515,0
51.01,2.14,13.49,5.95,1723,48.33,5294,0
64.46,0.73,12.24,5.95,1712,49.96,8056,0
39.69,2.47,21.82,6.92,1621,75.89,7269,0
39.38,1.35,30.39,8.91,1744,46.86,7608,1
50.72,1.45,27.78,6.55,1576,62.68,8999,1
51.42,1.58,28.22,7.35,1765,59.46,6209,0
61.56,0.63,34.15,6.87,1481,62.33,3946,0
30.64,1.59,33.72,9.51,1761,66.54,4140,0
44.63,1.86,13.41,7.13,1660,46.41,6949,0
46.1,2.48,23.11,5.83,1627,51.19,4130,0
45.26,0.15,13.73,9.78,1474,69.88,2999,0
53.06,0.98,11.48,7.37,1640,48.61,6393,0
57.0,0.78,12.98,6.25,1536,88.37,1264,0
55.81,0.97,27.24,9.82,1614,41.63,2737,0
70.45,1.08,23.4,8.41,1564,77.47,2298,0
66.48,0.11,27.83,6.7,1644,66.94,2545,0
58.71,0.18,28.69,7.68,1506,72.44,6796,1
66.14,0.75,15.87,9.32,1621,73.54,3067,0
74.52,1.42,13.83,7.32,1622,89.17,998,1
35.47,1.63,28.18,9.76,1538,75.06,6416,0
59.19,1.97,9.99,9.51,1626,77.13,6769,1
60.68,2.36,32.57,8.26,1565,66.79,8851,1
57.88,0.76,19.04,6.32,1555,50.95,2782,0
49.98,1.84,30.33,6.79,1558,63.12,2610,0
63.75,1.68,33.72,5.31,1661,52.33,6924,1
42.99,2.3,20.98,7.63,1758,89.6,6305,0
60.12,0.35,31.4,8.56,1450,44.28,116,0
51.36,1.78,11.07,8.92,1498,87.85,8130,1
46.42,0.53,32.73,6.2,1654,71.32,6830,0
72.35,2.1,27.75,5.01,1763,42.21,2675,1
68.61,1.88,15.83,8.45,1544,95.77,7902,1
50.14,0.75,30.56,7.29,1521,43.62,3350,0
44.39,2.49,24.02,7.95,1660,92.6,2593,1
35.39,1.59,31.82,7.3,1493,81.28,8177,1
33.81,2.49,22.0,7.23,1598,70.34,6689,0
46.9,1.04,17.25,8.22,1655,60.22,2883,0
62.63,1.38,24.48,9.56,1605,69.82,1468,1
36.09,1.41,14.79,6.11,1633,43.1,2445,0
71.99,1.1,15.82,6.11,1598,55.45,7088,0
40.4,2.38,13.79,9.11,1737,56.59,661,0
56.2,0.46,21.78,6.99,1455,60.59,3861,0
67.74,1.97,12.57,8.27,1782,68.21,4509,0
45.52,2.42,26.7,5.55,1480,59.93,3493,0
69.28,2.32,32.05,7.84,1714,84.73,7765,1
31.66,2.14,31.86,7.67,1675,38.1,3868,0
50.24,1.38,12.24,8.43,1659,93.48,617,0
35.04,0.49,23.58,6.06,1690,70.46,1364,0
68.54,2.43,28.06,9.18,1618,38.27,5526,1
73.86,0.6,31.05,6.75,1508,94.37,8202,1
38.33,1.2,17.43,9.46,1458,63.19,6369,0
68.13,0.42,25.95,9.2,1450,39.5,5078,0
67.59,1.48,14.7,6.84,1617,72.95,3158,0
59.76,1.71,24.72,8.92,1457,37.8,1310,1
62.53,0.23,31.17,5.95,1672,72.99,499,0
37.56,2.07,26.47,9.1,1619,55.2,5742,0
34.05,1.65,13.79,6.61,1530,90.8,6388,0
63.84,2.21,33.23,5.11,1469,52.81,5319,1
46.07,1.37,22.73,5.63,1633,59.34,3077,0
52.19,1.46,18.67,7.5,1673,88.35,1878,0
50.73,2.3,29.29,5.54,1670,65.16,956,0
52.53,1.1,33.55,9.69,1727,90.53,3586,0
34.31,0.94,27.3,6.87,1477,40.07,4305,0
45.01,1.4,27.36,5.76,1462,62.4,5104,0
34.12,1.32,34.2,7.31,1571,79.58,6736,1
65.11,1.09,12.03,8.09,1553,81.26,4549,0
46.1,1.98,17.12,6.43,1662,81.31,6830,0
54.48,1.88,9.72,5.06,1721,82.86,8735,1
34.89,0.5,21.26,9.61,1686,55.13,8972,0
43.05,2.06,19.86,7.03,1465,95.39,3762,0
30.08,1.93,27.02,5.54,1797,48.74,7821,1
42.04,0.93,22.09,9.07,1671,78.58,2276,0
56.68,1.03,30.86,5.96,1675,92.69,6407,0
34.29,2.14,32.92,8.32,1598,73.11,559,0
61.29,1.99,24.69,7.4,1555,54.41,2006,1
70.41,1.07,15.36,8.05,1509,72.06,6570,0
41.87,0.29,8.81,7.91,1730,35.3,5369,0
72.67,2.28,22.59,9.0,1606,36.86,5592,0
59.28,2.37,13.32,9.34,1514,85.66,4305,1
67.92,1.12,26.89,7.01,1707,49.31,892,0
67.9,1.71,34.14,6.08,1498,65.04,4106,1
36.43,1.28,14.63,9.49,1471,51.32,378,0
54.32,2.05,12.52,6.2,1586,99.7,7324,1
49.58,0.13,27.41,9.05,1568,60.81,7279,0
53.54,0.92,18.08,6.04,1488,87.11,8940,0
67.4,1.66,13.68,8.84,1765,51.65,8011,1
34.08,2.41,31.24,8.16,1631,73.37,785,0
32.48,2.29,30.64,6.94,1770,60.94,2191,0
68.16,0.51,18.82,9.59,1536,50.73,6044,0
69.9,1.32,31.78,6.2,1585,94.86,2596,1
65.89,0.36,17.78,8.16,1531,75.98,6514,0
30.64,1.36,19.08,9.42,1558,99.63,872,0
43.17,0.13,26.89,6.06,1748,91.3,632,0
65.99,1.22,26.07,7.95,1788,62.44,2041,0
49.63,0.84,34.38,6.81,1714,90.0,7547,1
57.37,1.58,12.09,5.96,1723,54.44,5349,0
42.91,1.68,21.47,9.67,1522,47.57,7797,0
43.4,0.95,16.26,9.12,1661,84.38,4602,0
42.95,2.18,19.59,9.46,1734,94.83,1824,0
49.66,1.84,24.49,7.36,1731,54.97,7983,1
74.39,1.59,16.76,8.27,1663,54.9,3374,0
41.44,1.79,15.55,8.79,1492,44.34,8821,0
38.89,1.43,28.49,8.52,1509,65.73,6521,1
74.71,0.26,20.58,7.66,1491,80.86,8473,0
40.97,2.02,28.91,8.74,1529,69.65,6935,1
41.02,0.98,17.57,9.02,1662,63.33,2343,0
32.68,1.05,20.23,8.95,1548,64.25,2872,0
70.31,2.42,19.34,8.36,1582,43.68,5167,0
71.19,1.74,16.55,7.34,1733,53.33,6602,1
52.07,0.95,16.22,6.87,1749,64.06,2548,0
67.67,0.28,27.46,7.6,1579,41.62,6889,1
61.92,1.62,28.63,7.07,1564,73.62,2676,1
33.15,0.32,14.43,5.45,1622,91.25,1196,0
43.38,0.2,27.72,5.72,1609,80.91,4795,0
48.05,0.19,14.23,8.92,1690,82.82,2338,0
43.29,0.65,24.19,6.16,1793,59.82,8406,0
49.93,1.83,29.66,8.38,1759,38.2,6568,1
56.93,2.3,28.61,6.25,1529,36.97,7525,1
37.34,2.31,9.69,5.11,1568,57.76,3921,0
52.28,2.48,8.76,6.49,1546,95.38,8822,1
34.77,0.64,19.68,8.98,1693,50.31,5196,0
33.44,2.42,14.33,8.33,1685,78.74,5725,0
43.62,0.34,26.1,8.75,1559,99.79,6112,0
66.25,0.43,32.92,6.39,1644,49.86,6379,0
51.81,0.62,14.63,7.44,1471,56.38,1840,0
57.29,0.94,10.27,6.43,1656,99.52,5985,0
54.33,1.67,30.5,8.37,1612,73.7,2280,0
36.79,0.48,33.39,7.21,1706,68.52,7289,0
73.37,1.08,10.69,9.53,1671,55.44,6036,0
63.62,1.53,25.64,5.78,1587,99.87,1694,1
64.74,2.39,15.35,5.72,1530,86.35,1941,1
71.0,2.05,11.46,8.31,1549,39.16,1150,0
44.33,1.23,17.79,6.08,1507,86.81,6031,0
61.05,2.15,30.37,6.65,1467,51.09,180,1
69.79,2.26,22.78,9.54,1505,80.0,4943,0
30.6,2.31,15.96,5.47,1524,92.48,4117,0
59.78,2.14,21.06,5.28,1537,55.57,248,0
32.46,1.6,34.89,6.23,1577,91.79,8802,1
70.58,1.14,12.55,9.52,1719,83.41,6363,0
63.8,0.39,15.97,6.82,1494,75.66,4246,0
57.62,2.37,27.6,6.93,1741,91.12,7853,1
61.28,1.64,24.06,6.71,1505,84.78,3480,1
42.11,1.6,17.27,6.5,1660,61.89,1366,0
50.68,0.29,22.79,8.89,1671,94.44,296,0
48.87,1.63,32.94,8.11,1649,49.32,2356,0
66.22,0.26,14.56,6.59,1469,85.58,4141,0
57.77,0.8,16.91,6.7,1513,90.72,8007,0
30.4,1.91,8.22,6.13,1742,39.69,1022,0
40.72,1.25,8.58,7.62,1661,51.45,3083,0
37.67,2.12,14.52,9.89,1739,48.99,1108,0
34.19,0.92,9.1,8.63,1666,75.29,2212,0
66.04,0.58,21.51,7.77,1502,71.49,2057,0
49.19,1.26,34.96,9.9,1528,39.01,773,0
66.81,0.11,15.14,6.4,1629,81.72,637,0
58.8,1.5,22.92,6.6,1546,62.37,3064,0
62.32,1.56,14.31,9.5,1662,61.89,5217,0
39.57,1.19,32.26,9.13,1691,56.09,2465,0
39.57,2.2,32.0,9.84,1476,53.96,6836,1
41.88,1.98,24.15,5.96,1782,99.32,2818,1
58.07,2.03,21.7,9.32,1610,40.12,8207,1
39.95,1.04,17.22,7.6,1496,79.58,2234,0
62.25,0.59,13.75,6.17,1756,51.46,2881,0
54.69,0.61,18.41,5.74,1498,80.92,6284,0
37.19,1.33,28.34,6.13,1602,42.06,970,0
72.97,0.4,24.91,6.66,1530,81.36,8790,1
60.21,0.8,28.77,5.57,1711,71.02,6236,0
72.06,1.44,22.05,9.91,1790,68.12,2495,0
49.98,0.86,34.95,5.77,1516,41.65,605,0
40.76,0.65,23.73,5.26,1562,94.57,7423,0
66.89,1.38,23.99,9.34,1776,72.84,6518,1
35.4,1.21,27.31,8.38,1472,50.72,1821,0
33.27,0.76,17.17,7.88,1784,63.04,4831,0
41.97,0.86,27.11,8.3,1699,54.96,3010,0
43.55,1.71,12.67,9.74,1698,90.92,8140,1
70.14,0.85,14.83,5.39,1489,49.43,1099,0
37.8,0.34,16.51,5.81,1726,48.56,5855,0
33.82,1.77,34.46,5.89,1608,65.4,3104,0
66.83,2.5,13.24,9.09,1680,52.48,6050,0
47.93,2.02,28.09,8.33,1710,56.45,978,0
44.88,0.41,33.96,9.9,1531,88.32,3540,0
45.09,0.46,24.59,7.38,1627,88.85,7967,1
32.5,1.48,24.78,8.72,1645,72.91,5705,0
62.18,0.72,26.55,8.92,1548,79.99,4163,0
41.85,0.16,34.26,6.74,1553,51.05,3695,0
35.18,0.88,27.85,5.26,1708,62.13,1672,0
45.91,0.97,25.66,8.86,1533,67.95,4399,0
46.44,1.97,33.12,9.47,1564,60.46,3328,0
30.84,0.25,29.09,7.0,1689,75.21,8572,0
71.52,0.62,18.88,8.78,1541,50.59,7427,0
30.31,2.41,19.04,8.86,1569,80.98,2965,0
73.48,0.93,27.37,6.64,1532,69.65,7782,1
71.78,0.96,13.18,7.11,1604,79.48,6874,0
33.89,1.2,34.66,6.54,1490,71.05,2399,0
33.13,1.46,28.52,9.35,1452,87.32,3039,1
48.16,0.29,27.45,8.57,1643,38.63,4114,0
58.19,1.74,18.6,8.45,1619,77.51,6475,0
33.06,1.71,25.83,6.25,1505,58.14,5002,0
49.72,1.29,24.13,9.06,1479,44.63,7652,0
41.66,1.46,17.0,9.46,1798,72.08,2737,0
61.25,1.02,17.57,6.1,1450,73.23,3734,0
36.13,2.05,10.71,8.19,1704,53.77,2660,0
46.19,0.55,20.28,8.97,1470,56.54,3495,0
69.28,1.63,28.06,8.48,1474,56.07,8955,1
74.26,0.59,34.29,8.93,1798,76.06,6139,0
46.37,1.04,25.55,8.92,1757,86.59,2951,0
67.98,2.33,19.37,8.69,1561,78.17,8251,1
38.67,1.74,31.74,8.31,1453,79.93,8953,1
46.45,0.3,26.65,8.86,1518,87.83,291,0
70.55,0.45,12.0,9.28,1722,37.56,3067,0
69.89,0.22,10.84,7.53,1786,79.42,156,0
31.37,1.64,13.03,6.24,1644,87.4,6929,1
63.94,0.19,11.4,9.49,1574,40.37,1102,0
46.43,2.3,28.61,7.23,1793,73.72,7354,1
60.95,0.92,17.24,5.79,1736,97.82,8853,1
66.02,2.25,13.34,7.48,1772,50.73,4053,0
67.21,0.54,11.94,9.57,1465,87.13,3754,0
64.12,0.23,16.92,8.36,1572,47.92,5237,0
43.08,2.06,26.76,8.18,1671,36.36,5705,0
66.29,1.36,28.32,8.19,1550,74.57,3907,1
46.91,1.34,13.58,8.39,1775,92.29,7304,1
50.26,1.37,8.25,5.07,1635,73.45,6890,0
30.73,2.32,21.1,8.24,1513,99.75,5461,0
35.17,0.96,12.11,8.98,1533,43.16,1923,0
40.03,1.49,31.98,6.4,1572,73.84,1030,0
54.5,2.08,20.52,9.48,1695,45.63,3168,0
50.04,1.2,10.55,7.09,1518,82.1,6691,0
37.99,1.1,34.76,8.07,1774,55.53,8977,0
41.33,0.38,27.65,9.14,1504,91.6,629,0
71.41,1.21,23.63,8.36,1640,50.92,6454,0
43.69,1.72,21.61,8.35,1616,68.71,1813,0
67.22,2.22,10.47,9.99,1567,65.4,1533,0
68.04,0.91,10.7,9.76,1692,38.84,7840,0
72.47,2.3,8.04,8.21,1651,67.27,294,0
41.19,1.95,21.52,6.87,1676,39.02,4275,0
46.25,2.08,24.92,9.9,1465,95.22,3436,1
51.02,0.29,22.85,5.29,1600,53.41,7488,0
38.12,2.14,20.01,5.79,1586,75.51,7316,0
50.77,1.25,34.47,6.5,1582,91.72,2203,0
53.52,1.14,18.81,6.73,1660,77.46,8517,0
58.65,0.32,15.75,8.7,1781,90.75,3856,0
30.18,1.21,33.12,5.11,1539,92.58,2514,0
45.87,1.63,11.18,7.25,1475,48.02,8199,0
35.3,1.3,15.99,8.04,1738,70.56,5645,0
62.95,1.37,16.01,7.31,1706,79.91,4036,0
47.94,1.85,23.12,5.25,1691,58.72,6685,0
60.2,2.06,34.11,8.99,1682,89.26,313,1
60.7,0.99,29.16,9.33,1478,73.18,2347,0
68.11,0.14,23.86,9.3,1458,73.2,2997,0
47.63,1.89,17.48,5.01,1645,40.65,3240,0
32.49,2.13,27.24,8.72,1721,48.89,8735,1
39.68,0.11,17.51,5.65,1563,71.04,8948,0
49.65,1.14,15.47,7.65,1707,43.98,7387,0
43.23,0.1,19.46,9.86,1652,77.98,3322,0
40.16,1.91,16.88,7.15,1639,40.48,224,0
43.03,1.25,26.36,6.3,1611,68.77,7325,0
51.3,2.12,18.35,8.9,1673,63.33,462,0
49.51,0.71,33.44,5.94,1786,38.15,1690,0
35.05,0.82,27.04,7.7,1696,90.64,5871,0
48.88,1.59,11.83,8.44,1726,35.96,151,0
69.7,0.32,27.04,5.48,1783,71.55,647,0
35.91,0.93,18.83,6.35,1475,79.1,4799,0
51.76,1.61,32.58,7.57,1736,41.52,5584,0
36.22,0.72,17.84,9.2,1498,52.06,645,0
40.88,2.07,25.44,8.23,1614,46.06,7643,1
44.69,1.67,18.96,9.25,1650,82.53,1319,0
40.54,2.19,13.84,8.58,1479,49.76,5015,0
58.04,2.03,32.69,7.9,1464,41.78,1766,1
47.99,0.11,12.28,7.81,1668,54.62,8857,0
72.37,2.39,27.82,6.3,1517,84.06,3648,1
51.68,2.44,26.33,5.26,1728,67.92,3470,0
73.02,0.79,22.47,7.5,1548,90.35,6073,0
36.79,2.4,30.92,6.99,1556,94.9,1957,1
50.2,0.98,13.98,8.62,1496,51.56,1056,0
73.08,1.01,28.68,9.26,1456,35.14,6483,0
52.75,2.22,14.49,8.87,1505,59.8,4126,0
65.98,1.13,20.4,6.52,1495,98.12,2772,0
40.92,2.22,11.85,6.32,1790,72.51,6895,0
57.38,0.93,24.22,9.56,1655,85.36,8609,1
44.21,1.77,18.18,9.77,1513,62.84,6860,0
64.16,2.48,30.92,9.83,1613,44.73,6201,1
36.52,1.92,14.66,9.02,1554,49.29,4437,0
54.91,1.5,34.35,9.1,1646,50.02,5681,0
40.05,1.54,13.47,7.71,1743,89.7,8794,1
72.19,0.28,26.18,8.11,1756,59.6,3036,0
50.17,2.41,10.2,5.04,1454,81.83,5067,0
35.81,0.6,11.57,8.65,1585,66.84,885,0
57.98,0.32,28.62,5.63,1568,42.05,7436,0
57.84,1.01,33.93,7.84,1518,67.52,2832,0
71.84,1.39,10.77,9.17,1654,41.77,577,0
39.51,1.68,15.87,5.69,1586,70.37,7012,0
72.42,1.98,9.05,8.52,1619,95.35,2909,1
68.67,1.87,12.78,5.41,1570,55.35,1451,0
69.03,1.09,22.92,9.89,1600,40.28,3500,0
53.68,0.59,34.16,9.47,1553,45.23,7807,0
59.89,1.06,28.53,9.7,1779,76.56,4394,0
74.87,0.17,17.47,8.5,1580,63.52,6626,0
55.66,1.39,32.96,6.13,1483,70.87,8635,1
47.87,0.74,14.45,7.55,1540,89.25,2129,0
42.18,2.27,28.76,8.81,1758,68.48,7877,1
51.49,0.34,17.0,5.08,1647,45.35,2054,0
69.52,1.5,12.0,8.51,1799,63.98,2960,0
57.85,0.91,30.38,9.91,1499,72.73,278,0
59.61,1.41,31.23,8.49,1761,85.22,4732,1
41.79,1.27,22.14,6.32,1485,44.01,7985,0
51.3,1.95,16.41,5.12,1626,65.51,3165,0
55.75,1.59,8.83,7.27,1685,60.7,726,0
40.78,1.83,10.74,6.88,1663,85.36,5354,0
74.98,2.48,22.25,7.86,1631,66.62,8170,1
57.22,0.33,9.9,5.36,1529,99.65,6873,0
30.32,1.24,34.11,8.8,1656,80.89,6892,0
37.08,1.53,15.81,6.36,1708,60.43,1878,0
56.0,2.04,20.06,5.17,1562,48.58,3877,0
60.45,0.54,11.8,9.91,1453,85.46,753,0
45.42,2.2,13.72,9.79,1450,88.36,6545,1
68.93,2.32,16.97,5.71,1752,96.97,1061,1
55.1,2.41,17.95,8.2,1685,40.99,2059,0
36.24,0.97,17.75,7.8,1636,43.64,7065,0
73.69,2.02,11.29,5.76,1685,60.59,6191,0
68.21,1.99,19.69,7.65,1773,48.38,1106,0
52.4,1.76,8.93,9.71,1608,90.89,2079,0
67.59,2.06,14.92,7.06,1677,87.39,6743,1
